Word,Number,Definitions,Type,Etymology
arvi,0,chickweed,n,"arvie, arvo. Specific to former Norn speaking areas. < ON arfi 'chickweed' (> Icel. arfi, Far. arvi, No., Da., Sw. arve 'id.') < PGmc. *arfô 'id.' < orig. uncertain, poss. pre-IE subtrate or loan"
as,0,"than,like,as",conj,"NOE allsuæ 'just as, just so; as just as, even as, as is, so even if, also, likewise; etc' (< eall 'all; whole' +‎ swā 'that, as, like') > OSc. als(u)a. Meaning of 'than' (comparison) goes back to OE, but is now obsolete in StEng."
As fir dat!,0,,,
as weel,0,as well,adv,
as wis wi,0,quotative; phrase used to quote someone ('as X said...' / 'as X would say...' / etc),,
ashore,0,ashore,adv,
aside,0,"aside,beside,at (locative)",adv,"a + side. Meaning of 'beside, by the side, alongside, etc' 17-19C, now obsolete in StEng."
asindry,0,asunder,adv,
ask,0,"mist, haze,drizzle",n,"ask, aisk, e(e)sk. Orkney & Shetland specific. Orig. uncertain but cf. ON hǫss 'grayish' (< PGmc. *haswaz 'grey', whence OE hase, heasu 'dusky, grey, ashen') and ON aska 'ashes' > Sw. dial. askregn 'drizzle'. NB that the root meaning of aska was not 'dust' but < PGmc *askǭ 'askes' < PIE *h₂ed- 'to dry' + *dʰegʷʰ- 'to burn'. Link to Eng. haze (orig. unknown) is unlikely formally, chronologically and semantically"
aski,0,misty,adj,
asleep,0,asleep,adj,
asoond,0,"in a faint, in a swoon; unconscious",adj,"OSc. aswoon , a + swoon < MEng. swowene, swoun(en), swonen 'to faint'; aswoune 'in a swoon' < OE ġeswōgen pptc of swōgan 'to resound, roar, rush; move with violence, invade' < PGmc. *swōganą 'overwhelm, brak in' < PIE *(s)weh₂gʰ-"
aspect,0,aspect,n,
Aspirin,0,Aspirin,n,
assemble,0,assemble,v,
assess,0,assess,v,
assessor,0,assessor,n,
asset,0,asset,n,
assistance,0,assistance,n,
assistant,0,assistant,n,
associate,0,associate,v,
associated,0,associated,adj,
association,0,association,n,
associative,0,associative,adj,
assume,0,assume,v,
assure,0,assure,v,
astarn,0,astern,adv,
asteroid,0,asteroid,n,
asthma,0,asthma,n,
asticle,1,glazing bar in window,n,
asticle,2,astragal,n,
at,1,that,conj,"Common in OSc until ac 1500. Now only in northern regions. Sugg. < that (< OE þæt 'the, that' < PGmc *þat nom./acc.sg of *sa 'that' < PIE *só 'anim. dem.') with poss. infl. < ON at 'that (conj.)'"
at,2,at,prep,"OE æt 'at, near, by, toward' < PGmc. at 'at, toward, to' < PIE *h₂éd 'at, to'"
at da banes o meesery,0,extremely emaciated,adj,
at da doon-drappeen,0,,,
atferd,0,"behaviour, antics",n,"atfirts, atfares, attifer. Orkney & Shetland specific. < ON atferð 'behaviour, conduct; proceeding; attack' > No. adferd, Da. adfærd 'behaviour'"
athlete,0,athlete,n,
atidda,0,in(to) the,prep,
atil,0,"in, into",prep,"atil(l) < Sc. intil < OSc. initll 'into, in' < in + till (cf. MEng. in til, intill(e), in tyl, etc)."
atlas,0,atlas,n,
atmosphere,0,atmosphere,n,
atraholla,0,(of weather) alternating between wet and dry,adj,
attach,0,attach,v,
attack,0,attack,v,
atteind,0,attend,v,
atteindance,0,attendance,n,
atteindant,0,attendant,n,
atteintion,0,attention,n,
attempt,0,attempt,v,
atter,0,"poison, pus, purulent matter from a sore,ill-nature, quarrelsomeness",n,"PIE *h₂eyd-ro-m, deriv. *h₂eyd- 'to swell; swelling, tumour, abscess' > PGmc. *aitrą 'poison, pus' > OE āt(t)(o)r, attor, ættor 'poison, venom' > atter, etter"
atteri,0,"purulent, containing matter,spiteful, angry, peevish, quarrelsome, bad-tempered,grim, stern. angry, stormy; forbidding,bitterly cold, stormy and unpleasant",adj,"Sc. attery, attry, attrie, atry < atter + y. PIE *h₂eyd-ro-m, deriv. *h₂eyd- 'to swell; swelling, tumour, abscess' > PGmc. *aitrą 'poison, pus' > OE āt(t)(o)r, attor, ættor 'poison, venom' > atter, etter"
attest,0,attest,v,
attestation,0,attestation,n,
attested,0,attested,adj,
attitude,0,attitude,n,
attraction,0,attraction,n,
attribute,0,attribute,v,
atween,0,between,prep,"MEng. atwe(e)ne(e) < a + twain < OE twēġen 'two', NOE twîhn acc. infl. 'two' < PGmc. *twai 'two' < PIE *dwóh 'two'"
aunt,0,"aunt,auntie, honorific or term of respect for familiar elder female person, not necessarily a family relation",n,"MEng. avynt, awnte < AnglNorm. aunte Lat. amita 'father's sister, paternal aunt'. (Replaced OE. faþu 'father's sister, paternal aunt' < PGmc. *faþō, *faþǭ 'father's sister' < deriv. of PIE *ph₂tḗr 'father'; and displaced MEng modrie 'aunt' < OE mōdriġe 'mother's sister, maternal aunt; female cousin' < PGmc. *mōdrijǭ 'mother's sister, maternal aunt' deriv. of *mōdrijaz 'maternal, of a mother' < PIE *méh₂tēr 'mother')"
aurrie,0,aisle,n,
auspices,0,auspices,n,
author,0,author,n,
authority,0,authority,n,
auxiliary,0,"as ling. term: a verb used to help form tenses, aspects, mood, voices, etc of other verbs; an ""assistant verb""",adj,"< Lat. auxiliārius 'assistant, ally' < auxilium 'help'"
ava,0,at all,adv,"ava, awa, ata; pan-Sc. < av 'of' + a 'all'"
avaelable,0,available,adj,
avail,0,avail,v,
avalanche,0,avalanche,n,
averige,0,average,n,
avid,0,avid,adj,
avocado,0,avocado,n,
avoid,0,avoid,v,
aw,0,aw,interj,
awa,0,"away,dead",adv,"OSc. auay, a-va, awa, etc < OE aweġ, onweġ < on weġ 'onward; on; on one's way'"
awaar,0,aware,adj,
awaard,0,award,v,
awe,0,awe,n,
aye,0,yes,adv,"ay(e) < MEng. ai, oy, ey, ay, etc. Appears suddenly in late 16C and is very common by 1600. Orig. unknown."
"aye, aye",0,,,
ayre,0,shingly beach or sandy headland,n,"air(e), aer, ayre, er. Orkney & Shetland specific. < ON eyrr 'gravel bank' (Icel. ayri, Far. oyri, No. ø(y)r Da. ør Sw. ör '') < PGmc. *auriō 'id.'"
aze,0,blaze,n,"aze, aes, es. Shetland specific. < ON eisa 'glowing embers' (Icel. eisa, No. eise 'id.')< PGmc. *aisǭ 'fireplace'"
baa,0,"ball,egg yolk,sunken or partially submerged stone or rock that is exposed at low tide,lullaby a child",n,"OSc. baw, ba, vall, etc < OE *beall 'round object, ball' and/or ON bǫllr 'ball, sphere, round object; testicle' < PGmc. *ballan- 'ball, round object; ball of the hand, foot, etc' < PIE *bʰoln- 'round thing, bubble', deriv. *bʰel- 'to blow, inflate, swell'. OE form not attested."
baagie,0,greater black-backed gull,n,"bagi, baki. Orig. uncertain. Poss. < ON bak 'back' due to the black back of the bird, contrasting with the white breast and belly."
baak,0,"perch (eg for hens),beam of wood,head rope in fishing nets and lines",n,"PIE *bʰelǵ- 'beam, plank' > PGmc. *balkô- 'beam, balk' abl. *belkan > ON bjalki 'beam' > No. bjelke, Sw. bjälke, Da. bjælke 'beam' PGmc. infl. *balku-z 'beam, balk' > ON bálkr, bǫ́lkr 'beam, bar, partition, division' > Sw. balk 'bealk, balk, partition; section of law'; PGmc. *balkô- 'beam, balk' also > OE bolca 'ridge, bank; gangway of a ship' > Sc. bauk, bawk."
baakhigh,0,very excited,adj,
baand,1,"rope to tie cow with,rib in a boat,length of straw used to bind sheaf,group of people (derogatory)",n,"MEng. band, bond < ON band 'band, cord; the act of binding, settling; fetters' (> Icel. Far. No. Sw band, Da. bånd 'band, cord; connection; bond, etc') < PGmc. *bandjâ- (whence OE bęnd) < *bʰendʰ- 'to tie; bond'"
baand,2,"band, musical group",n,
baby,0,baby,n,
babysit,0,babysit,v,
bachus,0,,,
back,0,"back,back,back",n,"< OE bæc (n) 'back (of the body), rear end' < PGmc. *baką (n) 'back (of body), rear' < PIE *bʰeg- 'to bend, curve arch; to billow, swell'. Adv. use < aback < OE on bæc, not found before 14C"
Back an fore,0,back and forth,,
Back o,0,,,
backaboot,0,"remote, out of the way,old-fashioned, out-of-date (of person)",adj,
backbrak,0,excessive fatigue,n,
backbrakin,0,"excessively tiring,excessively tiring or demanding job",adj,
backburden,0,heavy burden carried on back,n,
backbye,0,in the back,adv,
backchannel,0,backchannel,v,
backdraa,0,"sharp drawing in of breath, as with whooping cough",n,
backgroon,0,background,n,
backlins,0,backwards,adv,"OSc., OE on bæcling < back + -lings"
backneck,0,back of the neck,n,
back-owre,0,,,
backside,0,backside,n,
backstane,0,,n,
backstep,0,,n,
backwaash,0,,n,
backwirds,0,backwards,adv,
backyerd,0,back yard,n,
bacon,0,bacon,n,
bad,0,bad,adj,"< MEng. bad(d)(e). Orig. uncertain. First attested as element in surnames (13C). Infl. forms badder and baddest prevalent until late MEng. and early ModEng, gradually replaced by worse and worst, when bad gradually came to be used more for senses 'ill' and 'evil'"
badd,0,"garment, main article of clothing, eg trousers, skirt, jumper",n,Poss. Shetland specific. Orig. uncertain
badly,0,"unwell, ailing",adj,
badminton,0,badminton,n,
baesie,0,"cattle stall,muck in stall under cattle",n,"Shetland specific. < ON báss 'stall' (> No., Sw., Da. bås 'id.') < PGmc. *bansaz 'crib, cradle; stall; barn' < PIE *bʰendʰ- 'to bind; bond'"
baesiewappit,0,something felted like a bizzie,adj,
baess,1,cattle,n,"MEng. be(e)st, beist, pl. beass(e) < OFr. beste < Lat. bēstia 'animal, beast'"
baess,2,"base,base",n,
baessmaet,0,fodder,n,
baessment,0,"basement, cellar",n,
baet,1,bundle of straw used in thatching,n,"bet, beat, bait, beit < OSc. beit 'bundle of flax' < OE bēatan 'to beat, pound, strike' < PGmc. *bautaną 'to beat, push' < PIE *bʰewd- 'to hit, strike'"
baet,2,beat,v,
baff,0,"blow,struggle",n,"baff, bauf. OSc. baff 'a blow, esp w stg soft' < OFr. baffe 'blow with the back of the hand', cf. WFlem. baf(fe) 'blow, slap in the face'"
baffel,0,"struggle,struggle",n,
bag,0,bag,n,"MEng. bag(g)(e) < ON baggi 'bag, pack, bundle' < PGmc. *bagg < orig. uncertain"
bain,0,thick leather used for shoe soles,n,"Orig. uncertain. Sugg. < Gael. bian 'skin, hide'"
baird,0,beard,n,OE be(a)rd < PGmc. *bardaz 'beard' < PIE *bʰardʰéh₂ 'beard'; this form indicates possible NPIE substrate influence or late PIE regionalism
bairn,0,child,n,"PIE *bʰer- 'to bear, carry' > PGmc. *beran 'to bear' deriv. form *barną 'child' > OE bearn > MEng. bern(e), bærn, etc.; OSc. bairn, barne > Sc. bairn, bearn. The early northern plural version bærn reflects ON börn, indicating that the origin is as much ON as OE. The word child (< MEng. child < OE ċild, cildas , cildes 'fetus; infant' < PIE *kelþaz 'womb, fetus, infant' < PIE *gelt-, *ǵelt- 'womb') originally meant 'fetus, child' then 'female infant, baby girl' (from 17C on; now only in SW England and Irish English), the sense of a young person of either sex, usually below age of puberty, 'boy, girl' is found from OE, but increasingly replaced barn from 1300, especially in the southern varieties."
bairndom,0,childhood,n,
bait,0,"bait,bait",n,
baith,0,both,pro-form,"OSc. bathe, baith < OE baðe < OE bā þā 'both the, both those' + ON báðir (> Icel., Far. báðir, No., Da., både, Sw. båda 'both') < PGmc. *bai 'both' < PIE *bʰoh₁ 'both'"
bake,0,bake,v,
bakehoose,0,bake house,n,
baker,0,baker,n,
bakery,0,bakery,n,
bakeshop,0,baker's shop,n,
bal,0,throw,v,"Orkney & Shetland specific. < ON bella 'to hit' + poss. infl. ON bǫllr 'ball, globe'"
balance,0,"balance,balance",n,
baldeerie,0,heath spotted orchid,n,Orig. uncertain.
baldin,0,,,
ballad,0,ballad,n,
ballast,0,ballast,n,
balloon,0,balloon,n,
Balto-Slavic,0,Balto-Slavic,adj,
bamp,0,,,
banana,0,banana,n,
bandage,0,bandage,n,
bane,0,bone,n,"OE bannum, bān 'bone' < PGmc. *bainą 'leg, bone' derif. fr. *bainaz 'straight' < PIE *bʰeyh₂- 'to strike, hit; hew cut'"
banewark,1,muscle pain,n,"Shetland specific. < ON bein-verkir 'led-pain, pain in the legs' < PGmc. *bainą 'leg, bone' deriv. *bainaz 'straight' + < PGmc. *warkiz 'pain, ache' < PIE *werg- 'to suffer'"
banewark,2,,,
bang,0,"rush,bang",v,"OSc. bang 'to beat, overcome, spring, dash' < ON banga 'to bang, pound, hammer' < PGmc. *bang- 'to beat < PIE *bʰen- 'to beat, injure'"
banipluckeens,0,,,
banish,0,banish,v,
bank,1,moor section from which peat is cut,n,"MEng. bannke, bonc, etc < early loan Scand. ON bakki 'bank (of a river, lake, etc.), ridge, embankment, hill, etc' (> Icel., Far. bakki, No., Da., bakke, Sw. backe 'hill') < PGmc. *bankô 'bank, embankment; hill' < PIE *bhong-eh2- 'raised surface, bulge'"
bank,2,bank,n,
banker,0,banker,n,
bankrupt,0,"bankrupt,bankrupt",adj,
bankruptcy,0,bankruptcy,n,
banks,0,"sea cliffs, sea edge",n,
banksbroo,0,cliff edge,n,
banksert,0,direction of wind being towards the 1sea cliffs; eg. driftwood coming banksert,n,
banksflooer,0,sea pink,n,
banksgaet,0,"path along, just above or up a cliff edge,difficult undertaking",n,
banksgirse,0,"grass growing on cliffs, esp scurvy grass",n,
banks-sporroo,0,,,
bannock,0,"scone,nickname for person from Dunrossness",n,"OE bannuc > OSc. bannok, banak, bon(n)ol < Gael. bannach. Presumed < Lat. pānicium, deriv. pānis 'bread'. Widely distributed in Sc. and NEng. dials."
banns,0,banns,n,
banquet,0,banquet,n,
banstickle,0,stickleback,n,"banstikkel, bany-tickle, branstickle, bairny-tickle, bantle < OSc. bane stikkell < OE bān 'bone' + OE sticels 'prick, sting'"
Bapteesm,0,Baptism,n,
Bapteest,0,Baptist,n,
bar,0,bar,n,
barber,0,freezing mist drifting over the sea,n,"Orig. uncertain. Has likely been pan-Scots; also found in NE USA and E Canada in the sense of 'a storm with driving ice spicules formed of sea water' < sugg. ""name is given to the storm winds that bring with them extreme cold and moist air that are so cold that they freeze all they touch, including hair and beards"""
bard,0,steep headland,n,"Poss. Shetland specific or specific to former Norn-speaking areas. < ON barð 'brim, edge; beak (of ship)' < PIE *bher- 'jut out'"
bare,0,bare,adj,"< OE bær 'bare, naked, open' < PGmc. *bazoz 'bare, naked' < PIE *bʰosós 'bare, barefoot' deriv. *bʰos-"
barflog,0,,,
bargain,0,bargain,n,
barge,0,barge,v,
bark,1,root of the tormentil,n,"Orkney & Shetland specific. Cf. MEng. bark < ON bǫrkr 'bark (of tree)' (< PGmc. *barkuz 'bark (of tree)' poss. < PIE *bʰerHǵós 'birch'), whence bark 'to treat with bark; to steep in bark infusion; to tan' (cf. Sw. barka 'to strip (esp bark off tree); tan (skin/hide)'). The tormentil root was commonly used in skin and hide tanning."
bark,2,bark,v,
barkit,0,dirty,adj,
barley,0,barley,n,"OE bærlíc < PGmc. *baroz- , *bariz- (> OE bęre > MEng. bere > Sc. bere, baire, beer(e), etc) 'barley' < PIE *bʰars- 'spike, prickle'"
barmin,0,"frothing (eg yeast),seething with rage",adj,"OE beorma 'yeast, leaven; foam' < PWGmc. *bermō 'yeast, leaven' poss. < PGmc. *bermô 'yeast' < PIE' * bher- 'to boil up' deriv. of *bʰrewe- 'to boil, bubble, burn'"
barn,0,fodder shed,n,"OE bæren < bere-ern lit. 'barley place' < bęre 'barley' + ærn, ern 'place, closet, store room' (< PWGmc. *raʀn < PGmc. *razną 'house, dwelling' < PIE *h₁erh₁- 'to rest')"
barny,0,row or noisy argument,n,"<barney. Orig. unknown. Since 19C; Brit., Aus., NZ slang."
baron,0,baron,n,
barque,0,barque,n,
barr,0,barr,v,
barracks,0,barracks,n,
barrel,0,barrel,n,"MEng. barayl, barele, etc. < OFr. baril 'small barrel' < orig. uncertain."
barren,0,barren,adj,
barrier,0,barrier,n,
barter,0,barter,v,
bash,0,bash,v,
basic,0,basic,adj,
basically,0,basically,adv,
basil,0,basil,n,
basis,0,basis,n,
basket,0,basket,n,
basketbaa,0,basketball,n,
bass,0,"large, fiercely blazing fire",n,Orig. uncertain
bassel,0,"struggle,struggle",v,cf. baffel
bat,1,slight puff of wind,n,"OSc. bat 'stroke, blow' < OFr. batte 'to beat'"
bat,2,bat,n,
bath,0,bath,n,
bathroom,0,bathroom,n,
batten,0,batten,n,
batter,0,"batter,batter",n,
battery,0,battery,n,
battle,0,"battle,battle",n,
battlefield,0,battlefield,n,
battleship,0,battleship,n,
battlewagon,0,battle wagon,n,
bayonet,0,bayonet,n,
be,0,be,v,"OE bēon 'to be, become' < PGmc. *beuną 'to be, exist, come to be, become' < PIE *bʰúHt 'to grow, become, appear, come into being'"
be-,0,"verbal derivational prefix with sense of 'around, all over, thoroughly'",v > v,"OE be- < prep. bí 'by' < PGmc. *bi 'near, by' < PIE *h₁epi 'at, near'"
be awaar,0,notice,v,
be boarn,0,,v,
beach,0,beach,n,
beacon,0,beacon,n,
bead,0,bead,n,
beam,0,beam,n,
bear,1,"to build up in a drift, of snow driven by wind",v,"< NOE beara, baer 'to carry, bear, bring' < PGmc *beraną 'id.'< PIE. *bʰéreti 3sg ipfv infl. of *bʰer- 'to bear, carry'. Sense of 'to move by force of pressure; push, force drive' since 14C."
bear,2,bear,v,
bearer,0,bearer,n,
beast,0,beast,n,
beautifil,0,beautiful,adj,
beauty,0,beauty,n,
becalmed,0,becalmed,adj,
becis,0,because,coordconn,"MEng. bicause, bycause, by cause < by + cause"
become,0,become,v,
bed,1,bed,n,"OE bed(d) 'bed, resting place; garden bed, plot' < PGmc. *badją 'bed, bedding' < orig. uncertain"
bedral,0,bedridden invalid,n,"bed(d)ral(l), beddrel(l), bedril(l) < orig. uncertain, poss. < bedrid (bed + rida 'rider' < OE rídan 'to ride') or < bedlar (bed + ON lag 'lying')"
bedridden,0,bedridden,adj,
bedroom,0,bedroom,n,
bee,0,"bee,any small flying insect",n,OE bēo 'bee' < PGmc. *bijō 'bee' < PIE *bʰey- 'bee'
bee-bo,0,trifle,n,
beef,0,beef,n,
beek,0,"bathe,bask",v,"OSc. beke, beyk, beek 'to expose body to wamrth'. Orig. uncertain."
beelder,0,builder,n,
beeline,0,beeline,n,
beenie,0,beenie,n,
beer,0,beer,n,
beesooker,0,,n,
beest,0,first milk taken from newly calved cow. Very thick and fat; when boiled it resembles newly made cheese,n,OE béost < Orig. uncertain but not found outside Gmc.
beetle,0,strike heavily,v,"< n. beetle 'type of mallet with heavy weighted head. OE bíetel, bítel, býtel, etc < PGmc. *bautilo-z deriv. of *bautaną 'to beat, push' < PIE *bʰewd-"
beetleen,0,thrashing,n,
beg,0,beg,v,
beggar,0,beggar,n,
begin,0,begin,v,"OE biginnan, beginnan 'to begin' < PGmc. *biginnaną 'to begin' < *be- + *ginnaną 'to begin, make an opening, cut open' poss. < PIE *gʰe(n)d- 'to take, grasp' or *ĝhen-u̯ō 'grasp, begin, arise'"
beginneen,0,beginning,n,
begrutten,0,tear-stained,adj,
begunk,0,"disappointment, let-down",n,"begunk, begonk, begink < be + gunk < orig. uncertain"
behave,0,behave,v,
behint,0,behind,prep,"NOE bihianda 'on the back side of, behind' < be + hind"
behold,0,behold,v,
beidroom,0,bedroom,n,
bein,0,"being,person, generally used in commiseration",n,
belang,0,belong,v,
belief,0,belief,n,
believe,0,believe,v,
belittlin,0,belittling,adj,
bell,1,fester,v,"poss. OE belgan pptc of bolgen 'to swell, be proud/angry' but cf. MEng. boln-e(n) < ON bolgna 'to swell' < PGmc. *belganą 'to swell' < PIE *bʰelǵʰ- 'to swell'"
bell,2,bell,n,
belly,0,belly,n,"MEng. bali, baly(e), bale, etc. < OE bælig, bęlig, earlier bælg, bęlg 'bag, skin', cf. ON belgr 'skin, bag' < PGmc. *balgiz 'bag' < PIE *bʰelǵʰ- 'to swell'"
